area,num_bath_rooms,num_bed_rooms,price,locality,relaxation_amenity_count,security_amenity_count,maintenance_or_cleaning_amenity_count,social_amenity_count,expendable_amenity_count,service_staff_amenity_count,unclassify_amenity_count,price_per_sqft
1200,3,2,4500000,13,1,1,1,1,1,3,4,3750
1600,3,3,10000000,104,4,1,2,1,1,3,3,6250
1650,3,3,9675000,104,4,1,2,2,1,3,3,5863.636364
1450,3,3,7500000,11,2,2,2,1,4,2,3,5172.413793
1400,3,3,7920000,104,1,1,2,1,1,1,3,5657.142857
1300,3,3,9800000,13,1,2,2,2,3,1,4,7538.461538
1090,3,3,12000000,31,1,1,2,3,2,2,3,11009.17431
1650,3,3,9075000,11,1,1,1,3,1,3,3,5500
2350,5,4,14200000,25,1,1,3,1,2,2,5,6042.553191
1192,3,3,5700000,13,1,1,2,1,2,3,4,4781.879195
2500,4,4,17500000,3,1,2,2,1,1,1,3,7000
935,2,3,4900000,118,1,1,1,1,1,2,3,5240.641711
1175,2,2,4500000,13,5,1,2,1,1,1,4,3829.787234
600,1,2,3000000,122,3,2,1,2,1,1,3,5000
1460,3,3,7500000,11,1,1,2,2,4,1,3,5136.986301
1200,3,3,6000000,118,4,2,2,1,2,3,3,5000
1120,2,3,7000000,118,4,2,1,1,5,3,3,6250
750,2,2,4200000,118,1,1,2,1,3,2,3,5600
1632,3,3,9160000,9,1,2,2,1,2,3,3,5612.745098
1563,3,3,9568000,161,1,1,2,1,3,3,3,6121.5611
1632,3,3,9160000,9,1,2,2,1,2,2,3,5612.745098
1350,3,3,9500000,37,2,2,1,1,3,2,2,7037.037037
1632,3,3,9160000,9,1,2,2,1,2,3,3,5612.745098
1742,3,3,8500000,13,2,1,3,1,2,2,3,4879.448909
1785,3,3,12200000,104,1,1,2,1,1,1,3,6834.733894
1600,3,3,9500000,14,1,2,2,1,2,2,4,5937.5
850,2,2,4400000,101,1,1,2,1,5,2,3,5176.470588
1050,2,3,4800000,118,1,1,1,1,1,1,4,4571.428571
1654,4,3,9200000,178,2,2,2,2,5,2,3,5562.273277
1000,2,3,4000000,118,1,1,1,1,1,3,4,4000
1300,3,3,5600000,41,1,1,1,1,2,1,4,4307.692308
2275,4,3,17500000,37,1,2,1,1,2,2,3,7692.307692
2380,4,4,27500000,37,5,2,2,1,4,3,4,11554.62185
1463,3,3,7000000,118,1,1,1,1,6,2,3,4784.688995
1485,4,3,8000000,118,1,2,1,1,3,3,4,5387.205387
2380,5,4,27500000,37,1,2,2,2,4,2,4,11554.62185
2380,5,4,27500000,37,2,2,2,1,4,2,4,11554.62185
1175,2,3,6300000,118,2,1,2,1,5,3,3,5361.702128
2500,3,3,22500000,2,1,1,1,1,2,1,4,9000
1671,3,2,15500000,37,1,2,2,3,6,1,4,9275.882705
1400,3,3,8200000,13,1,3,2,1,1,2,3,5857.142857
1380,3,3,10500000,118,1,2,1,1,4,3,4,7608.695652
1175,2,3,6300000,118,4,1,2,1,4,3,3,5361.702128
1226,3,3,5900000,41,1,2,1,2,1,2,3,4812.398042
14740,10,33,94500000,13,1,1,2,1,2,3,3,6411.126187
1300,3,3,8000000,178,1,2,3,1,4,3,4,6153.846154
1365,3,3,9000000,170,1,2,1,1,1,1,3,6593.406593
1460,3,3,9000000,118,1,1,1,1,3,3,4,6164.383562
1800,4,3,12000000,2,1,2,3,3,3,3,5,6666.666667
1150,3,3,5900000,174,1,2,3,1,3,3,4,5130.434783
850,2,2,4800000,118,1,1,2,1,2,3,4,5647.058824
1400,3,3,9800000,61,2,1,1,1,3,3,3,7000
1550,4,3,13500000,37,1,1,1,1,3,3,3,8709.677419
1553,3,3,10500000,118,4,1,1,1,5,2,3,6761.107534
950,3,3,9050000,122,1,2,2,1,1,1,3,9526.315789
1100,3,3,7000000,109,1,1,2,1,1,1,3,6363.636364
1275,3,3,7394000,109,1,1,2,1,1,3,3,5799.215686
1275,3,3,7394000,109,1,1,2,1,1,2,3,5799.215686
1275,3,3,7394000,109,2,1,2,1,1,1,3,5799.215686
1275,3,3,7394000,109,2,1,2,1,1,2,3,5799.215686
1650,3,3,9075000,11,1,2,2,1,1,3,3,5500
1872,3,3,19000000,118,1,2,2,1,5,1,3,10149.57265
1200,3,3,6500000,118,1,1,2,2,3,2,3,5416.666667
1220,2,3,5000000,118,3,1,2,2,3,3,3,4098.360656
1220,2,3,5000000,118,1,1,2,1,3,3,3,4098.360656
1220,2,3,5000000,118,4,1,2,2,3,1,3,4098.360656
775,2,2,5200000,120,1,1,2,3,3,3,3,6709.677419
1370,3,3,6000000,58,5,1,3,1,5,2,3,4379.562044
1370,3,3,6000000,58,1,3,3,1,5,1,3,4379.562044
1789,3,3,8600000,104,5,2,3,1,3,3,5,4807.154835
1120,3,3,6000000,118,4,1,2,1,3,1,3,5357.142857
1350,3,3,7200000,118,1,1,2,1,3,3,3,5333.333333
1000,2,3,5700000,118,1,1,1,1,5,3,3,5700
850,2,2,4300000,118,1,1,2,1,3,2,3,5058.823529
1342,3,3,8800000,14,1,2,2,1,3,3,4,6557.377049
1220,3,3,7500000,118,1,1,2,1,1,3,3,6147.540984
1220,3,3,7500000,118,1,1,2,1,3,2,3,6147.540984
1265,3,3,8500000,118,1,2,2,1,5,2,3,6719.367589
1200,3,3,4800000,12,1,1,2,1,1,3,3,4000
1162,3,3,6050000,105,1,1,2,1,1,2,3,5206.540448
668,2,2,2800000,58,1,1,3,1,3,2,3,4191.616766
600,2,2,2700000,58,4,1,3,1,3,3,3,4500
600,2,2,2600000,58,1,1,3,2,2,1,3,4333.333333
1450,3,3,6600000,41,1,2,1,2,1,3,3,4551.724138
1350,3,3,9500000,37,3,1,1,2,3,3,2,7037.037037
1450,3,3,6400000,41,1,1,1,3,1,3,3,4413.793103
1400,3,3,8450000,14,1,1,2,1,2,3,4,6035.714286
1250,3,3,11500000,37,1,2,3,1,4,1,4,9200
1450,3,3,6300000,41,1,1,1,1,1,1,3,4344.827586
1015,2,2,6000000,118,1,2,2,1,3,2,3,5911.330049
1040,2,2,6400000,118,1,1,2,1,3,2,3,6153.846154
1301,3,3,9800000,118,1,2,1,1,2,3,4,7532.667179
2400,3,3,24000000,37,1,2,3,1,4,3,4,10000
1220,2,3,5000000,118,1,1,2,1,3,2,3,4098.360656
2400,5,6,11500000,118,1,1,3,1,1,3,3,4791.666667
1455,3,3,5200000,63,1,1,1,1,4,3,4,3573.883162
1365,2,3,4800000,63,1,2,1,4,3,3,4,3516.483516
1155,2,3,5000000,63,3,2,1,1,1,2,4,4329.004329
1630,3,3,8150000,127,1,2,2,2,3,3,3,5000
1240,3,3,7320000,118,2,1,2,2,3,3,3,5903.225806
1420,3,3,7100000,127,1,2,2,1,4,3,3,5000
1240,3,3,7320000,118,1,1,2,1,3,1,3,5903.225806
1160,3,3,6880000,118,1,2,2,1,3,2,3,5931.034483
950,2,2,5730000,118,1,1,2,1,3,2,3,6031.578947
1956,3,3,10000000,0,2,2,2,1,2,2,3,5112.474438
1825,4,3,21100000,122,1,2,1,2,2,2,3,11561.64384
950,2,2,5725000,118,1,1,2,1,3,3,3,6026.315789
1350,3,3,6831000,0,2,2,2,1,2,3,3,5060
1835,3,3,9800000,0,1,2,2,1,2,2,3,5340.599455
1654,3,3,9000000,178,4,1,2,1,5,3,3,5441.354293
1750,4,3,11300000,109,3,1,2,1,1,2,3,6457.142857
3806,6,5,30000000,0,1,2,2,1,2,3,3,7882.291119
1290,3,3,6500000,122,1,2,1,2,3,2,3,5038.75969
2150,4,4,21000000,118,1,2,3,1,4,1,3,9767.44186
1638,4,3,10000000,104,4,1,2,1,1,3,3,6105.006105
650,2,2,5600000,61,1,1,1,3,3,2,3,8615.384615
1240,3,3,7320000,118,1,2,2,1,3,3,3,5903.225806
1450,3,3,4785000,21,1,1,2,1,3,1,3,3300
600,2,2,2680000,58,1,1,3,1,3,1,3,4466.666667
1200,2,3,5500000,118,1,2,2,1,3,3,3,4583.333333
1160,3,3,6800000,118,2,2,2,1,3,1,3,5862.068966
600,2,2,2600000,58,1,3,3,2,3,3,3,4333.333333
1150,2,3,5800000,118,1,2,2,1,2,1,4,5043.478261
1253,3,3,7500000,20,1,2,2,1,4,3,4,5985.634477
980,2,2,5700000,118,1,2,2,5,3,2,3,5816.326531
1462,3,3,9200000,14,1,1,2,1,3,2,4,6292.749658
850,2,2,4300000,118,1,1,2,1,3,1,3,5058.823529
1265,3,3,6825000,118,1,2,2,1,5,3,3,5395.256917
1300,3,3,6800000,118,1,1,2,1,3,3,6,5230.769231
1250,3,3,5600000,13,5,2,2,1,2,1,3,4480
1550,3,3,12000000,37,5,2,3,1,4,1,4,7741.935484
1160,3,3,6380000,118,2,2,2,1,3,3,3,5500
1160,3,3,6380000,118,1,2,2,1,3,3,3,5500
950,2,2,5725000,118,1,1,2,1,3,3,3,6026.315789
2150,4,3,22000000,37,1,2,3,1,4,3,4,10232.55814
1000,2,3,4200000,118,4,1,1,1,1,2,4,4200
2170,3,3,17500000,178,4,2,3,3,3,2,4,8064.516129
800,2,2,4000000,58,1,2,3,2,3,3,3,5000
800,2,2,4000000,58,4,1,3,1,3,1,3,5000
950,2,2,5725000,118,1,2,2,4,3,3,3,6026.315789
1558,3,3,7500000,104,1,1,2,1,1,2,3,4813.863928
1153,3,3,5600000,104,4,1,2,1,1,2,3,4856.895056
1301,3,3,9800000,118,1,1,1,1,2,3,4,7532.667179
1420,3,3,7100000,127,1,2,2,1,3,2,3,5000
3732,4,4,37500000,104,1,1,2,1,1,2,3,10048.23151
1450,3,3,9500000,37,1,2,2,1,4,3,4,6551.724138
1250,3,3,8200000,14,1,1,2,1,2,2,4,6560
1850,3,3,19500000,37,1,1,2,1,4,3,4,10540.54054
20685,10,56,67000000,58,4,2,3,2,5,2,3,3239.062122
970,2,2,4000000,58,1,3,3,1,3,3,3,4123.71134
1350,3,3,9170000,118,4,1,2,1,3,3,3,6792.592593
1650,4,4,11400000,118,1,2,2,1,3,1,3,6909.090909
3350,5,4,30000000,3,1,2,3,1,5,1,4,8955.223881
2987,5,4,27000000,3,1,1,1,1,3,3,3,9039.169736
1572,3,3,6400000,0,1,2,2,2,2,3,3,4071.246819
1290,3,3,7795000,118,1,2,2,1,5,2,3,6042.635659
1450,3,3,12500000,37,1,2,2,1,5,3,4,8620.689655
1630,3,3,8150000,127,1,2,2,2,3,2,3,5000
1040,2,2,6200000,118,1,2,3,1,3,3,3,5961.538462
1015,2,2,6000000,118,4,1,2,1,2,3,3,5911.330049
1265,3,3,8500000,118,1,2,2,1,5,3,3,6719.367589
1300,3,3,9800000,118,2,2,2,2,5,3,3,7538.461538
730,2,2,4500000,118,1,2,1,2,5,3,3,6164.383562
2000,4,4,9000000,13,4,1,2,1,2,3,4,4500
1455,3,3,7861000,109,1,1,2,1,2,3,3,5402.749141
2050,4,3,14000000,127,1,2,3,1,2,2,5,6829.268293
1050,2,2,6000000,12,1,2,2,1,1,1,3,5714.285714
1336,3,3,7000000,10,2,1,2,1,2,3,3,5239.520958
1300,4,4,5800000,118,4,4,1,1,1,2,3,4461.538462
1210,3,3,8200000,35,1,1,1,1,4,1,4,6776.859504
1553,4,3,11000000,118,4,2,2,3,3,2,5,7083.065035
1570,3,3,7800000,109,3,1,2,1,1,3,3,4968.152866
1100,3,3,4500000,58,1,1,3,1,3,2,3,4090.909091
1777,3,3,10000000,99,1,2,1,2,3,3,4,5627.462015
2787,4,3,29000000,61,2,1,1,1,3,1,3,10405.45389
950,2,2,5200000,122,4,2,2,1,3,3,4,5473.684211
1550,3,3,12600000,118,1,1,3,2,3,1,3,8129.032258
1700,3,3,6500000,58,3,1,3,1,3,2,3,3823.529412
2203,4,4,22000000,178,1,1,1,5,3,2,3,9986.382206
1672,4,3,11400000,140,2,2,2,1,2,2,5,6818.181818
9000,10,18,80000000,37,1,1,1,2,1,3,2,8888.888889
1692,3,3,11500000,140,1,2,2,1,2,3,5,6796.690307
1050,2,2,3500000,150,4,3,3,1,1,3,3,3333.333333
1654,3,3,10000000,178,1,2,2,2,5,3,3,6045.949214
1410,3,3,7755000,13,3,1,2,1,1,1,3,5500
1100,2,3,5560000,118,1,2,2,1,2,3,4,5054.545455
1432,3,3,8500000,150,1,1,2,1,2,2,3,5935.75419
1420,3,3,7810000,13,1,1,2,2,1,3,3,5500
1420,3,3,7810000,13,1,2,2,1,1,3,3,5500
1432,3,3,8500000,150,2,1,3,1,2,3,3,5935.75419
1445,3,3,10000000,15,3,1,1,1,3,2,4,6920.415225
1450,3,3,8000000,118,1,1,1,2,3,3,3,5517.241379
6200,5,5,65000000,104,3,1,2,2,2,3,4,10483.87097
1650,3,4,9000000,118,1,2,2,1,2,3,4,5454.545455
1420,3,3,8500000,150,1,1,3,1,2,2,3,5985.915493
1080,2,2,8500000,37,1,2,3,1,4,1,4,7870.37037
1650,3,4,9000000,118,1,2,2,1,2,3,4,5454.545455
1787,3,3,13500000,178,2,1,2,1,5,3,3,7554.560716
1331,3,3,6000000,13,1,2,2,1,1,1,3,4507.888805
1300,3,3,6500000,12,1,3,1,1,1,2,3,5000
1331,3,3,6500000,13,1,2,2,1,2,3,3,4883.546206
950,2,2,5600000,12,1,1,1,1,3,3,3,5894.736842
773,2,2,2800000,71,1,1,1,1,1,3,3,3622.25097
1410,3,3,7755000,13,1,1,2,1,1,3,3,5500
1050,2,3,5300000,20,1,1,2,1,4,2,4,5047.619048
2085,3,3,17000000,2,1,2,3,1,2,3,5,8153.477218
10890,10,18,105000000,140,1,2,1,1,1,1,5,9641.873278
1290,3,3,7700000,118,5,2,3,1,3,2,3,5968.992248
1300,2,3,6500000,118,1,1,2,1,3,3,3,5000
1658,4,3,16500000,178,1,2,3,1,3,2,4,9951.749095
1950,3,3,13300000,3,1,2,3,1,3,2,5,6820.512821
1060,3,2,10600000,116,1,2,2,1,3,3,4,10000
840,2,2,4500000,118,1,2,1,1,4,3,4,5357.142857
1455,3,3,7675000,90,4,1,2,1,3,3,4,5274.914089
1450,3,3,7700000,13,1,1,2,1,1,2,3,5310.344828
1490,3,3,7850000,90,1,1,2,1,2,3,4,5268.456376
1425,3,3,6495000,63,1,1,1,1,1,1,4,4557.894737
1500,3,3,6000000,13,1,1,2,1,1,3,3,4000
1440,3,3,12500000,178,1,2,3,2,3,3,4,8680.555556
1384,3,3,9000000,17,2,1,2,2,3,3,3,6502.890173
1575,4,3,17800000,178,2,2,1,1,3,2,4,11301.5873
1290,3,3,7800000,118,2,2,3,1,3,2,3,6046.511628
1331,3,3,5700000,13,1,2,2,2,2,2,3,4282.494365
1050,2,2,6180000,118,1,1,2,1,5,3,2,5885.714286
1290,3,3,7700000,118,3,1,3,1,3,2,3,5968.992248
1266,3,3,6000000,63,1,1,1,1,1,2,4,4739.336493
1087,2,3,5775000,118,4,2,2,2,2,3,4,5312.787489
850,2,2,3000000,41,1,2,1,1,1,2,3,3529.411765
1152,3,3,4500000,21,1,1,1,2,1,3,3,3906.25
1050,3,3,4700000,118,1,1,3,1,2,1,4,4476.190476
1700,3,3,13000000,104,1,2,1,1,2,2,4,7647.058824
1100,2,3,3500000,41,5,1,1,1,1,1,3,3181.818182
1370,3,3,15000000,122,4,1,2,3,3,3,4,10948.90511
1400,3,3,11000000,37,1,2,1,1,4,2,5,7857.142857
1100,2,3,4600000,41,1,1,2,2,1,3,3,4181.818182
1500,3,3,12500000,37,1,2,1,3,5,2,4,8333.333333
1100,2,3,3900000,41,1,1,2,1,1,1,3,3545.454545
1285,2,3,5300000,58,2,2,3,2,2,3,4,4124.513619
2750,5,4,20000000,63,1,1,1,1,1,3,5,7272.727273
1100,2,3,4600000,41,4,1,1,1,1,3,3,4181.818182
2290,3,3,22500000,37,1,1,1,1,4,3,6,9825.327511
1220,2,3,7200000,118,1,1,1,1,4,3,5,5901.639344
1550,3,3,11000000,37,1,1,1,1,3,3,3,7096.774194
887,2,2,5500000,17,1,1,2,1,4,3,3,6200.676437
1384,3,3,9200000,17,1,1,2,1,3,1,3,6647.398844
1300,3,3,8000000,118,1,1,1,1,3,2,2,6153.846154
1350,3,3,7550000,118,1,2,2,1,5,2,3,5592.592593
1250,2,3,6800000,118,1,2,2,2,2,3,4,5440
1050,2,2,4800000,82,1,1,2,3,2,3,4,4571.428571
1200,3,3,8500000,178,1,2,3,1,3,2,4,7083.333333
1385,3,3,10500000,37,4,2,3,1,4,3,4,7581.227437
1470,3,3,13500000,178,1,1,2,1,2,2,4,9183.673469
1314,3,3,7570000,41,2,2,1,2,1,3,3,5761.035008
9000,10,10,65000000,13,1,1,1,1,4,3,2,7222.222222
2350,4,4,18500000,118,1,1,1,3,3,3,3,7872.340426
1180,2,3,6500000,118,1,2,2,1,2,2,4,5508.474576
850,2,3,8000000,37,1,2,1,2,3,3,3,9411.764706
1180,2,3,6500000,118,5,2,2,2,2,1,4,5508.474576
1080,2,3,6000000,118,1,2,2,1,2,3,4,5555.555556
1170,2,3,6450000,118,3,2,2,1,2,2,4,5512.820513
1300,2,3,5800000,41,1,2,3,1,1,3,3,4461.538462
1166,2,3,5800000,82,1,2,2,2,2,3,3,4974.271012
1350,3,3,6500000,118,1,1,1,2,3,2,3,4814.814815
1320,3,3,10500000,118,1,1,1,1,3,3,3,7954.545455
1350,3,3,6500000,118,2,1,1,2,3,1,3,4814.814815
1400,3,3,8500000,17,1,1,2,1,3,2,3,6071.428571
1630,3,3,14000000,104,1,1,2,2,1,2,4,8588.957055
1100,3,3,8500000,37,3,1,1,1,4,2,3,7727.272727
2169,4,3,9600000,13,1,2,2,1,2,1,3,4426.002766
1300,3,3,12500000,37,1,2,1,1,3,2,5,9615.384615
1082,3,3,4500000,21,1,1,2,1,1,1,3,4158.96488
1170,3,3,4900000,118,1,1,2,1,3,3,3,4188.034188
1450,3,3,9500000,37,1,2,2,1,4,3,4,6551.724138
1320,3,3,9130000,178,1,1,2,1,2,3,4,6916.666667
2250,3,4,19000000,31,1,2,2,1,2,1,3,8444.444444
850,2,2,5500000,120,1,1,2,1,1,3,4,6470.588235
861,2,2,4850000,118,1,1,1,1,3,3,3,5632.984901
1600,3,3,9230000,109,2,2,3,1,2,1,5,5768.75
1425,3,3,9000000,145,1,2,2,2,4,3,6,6315.789474
2100,4,3,17000000,127,1,1,2,1,1,1,3,8095.238095
1400,3,3,9500000,14,1,1,2,1,1,2,4,6785.714286
2200,3,3,22000000,118,1,1,1,1,3,3,3,10000
1150,3,3,8050000,118,1,1,1,1,3,3,3,7000
1515,3,3,7272000,77,1,1,1,1,2,3,4,4800
975,2,3,5000000,118,1,2,2,2,2,3,4,5128.205128
1076,2,3,11000000,178,1,1,2,1,4,2,3,10223.04833
1346,2,3,6800000,58,1,2,3,1,2,2,4,5052.005944
1175,2,3,7700000,15,1,1,1,1,3,1,4,6553.191489
1050,2,3,4500000,118,3,1,2,1,2,3,3,4285.714286
1245,2,3,6800000,118,5,2,2,1,2,3,4,5461.84739
920,2,2,3300000,58,4,2,3,1,2,3,4,3586.956522
1580,3,3,7200000,105,1,2,3,1,1,3,3,4556.962025
2385,4,4,21500000,37,1,2,1,1,3,3,2,9014.675052
1275,3,3,8500000,25,1,1,2,4,2,3,2,6666.666667
1300,3,3,7800000,20,1,2,2,1,4,2,1,6000
1880,3,3,13500000,3,1,1,2,1,3,1,2,7180.851064
1275,4,3,12500000,37,1,2,1,2,3,3,2,9803.921569
1708,4,3,10600000,118,1,2,2,1,2,3,3,6206.088993
1720,3,3,10600000,65,1,1,2,1,4,3,4,6162.790698
1400,3,3,10000000,118,1,1,3,2,2,3,3,7142.857143
950,2,3,5200000,118,1,1,1,1,3,3,2,5473.684211
1230,3,3,7400000,118,1,2,2,1,2,3,4,6016.260163
1708,3,3,10600000,118,2,2,2,2,2,2,3,6206.088993
2150,3,3,16500000,37,1,1,2,3,3,2,3,7674.418605
2600,4,4,18500000,2,4,2,3,1,2,2,5,7115.384615
2080,4,3,18500000,37,1,2,1,1,5,1,5,8894.230769
1500,3,3,9500000,65,1,1,2,1,1,3,4,6333.333333
13300,10,21,105000000,13,1,1,2,1,1,2,2,7894.736842
1900,4,4,16000000,37,1,2,3,1,3,3,4,8421.052632
1466,2,3,12000000,178,1,1,2,2,2,2,2,8185.538881
1450,3,3,9500000,178,1,1,2,1,1,2,2,6551.724138
1850,3,3,11500000,104,1,2,2,2,3,1,6,6216.216216
1180,3,3,8000000,15,1,1,2,1,2,1,3,6779.661017
1579,3,3,14600000,178,1,2,1,1,2,1,2,9246.358455
1000,2,2,4500000,58,1,2,3,1,2,2,2,4500
2226,3,3,22000000,37,1,1,2,1,2,2,2,9883.198562
1440,4,3,7300000,17,1,1,2,1,4,3,3,5069.444444
1720,3,3,13000000,178,1,1,2,1,1,2,2,7558.139535
1290,3,3,9000000,178,1,2,1,1,3,3,2,6976.744186
2222,4,3,22500000,37,4,2,1,1,3,3,2,10126.0126
1400,3,3,6000000,41,1,1,1,1,1,2,2,4285.714286
815,2,2,4200000,118,1,2,2,2,2,2,2,5153.374233
948,3,2,7000000,178,1,1,2,1,3,1,2,7383.966245
1320,3,3,5000000,58,1,2,3,3,2,3,3,3787.878788
1600,3,3,7200000,13,5,1,1,1,2,2,2,4500
2000,3,3,10500000,13,1,1,2,1,2,2,6,5250
1030,2,3,4200000,11,1,1,2,1,1,3,2,4077.669903
1450,4,3,13000000,37,1,1,2,1,2,3,2,8965.517241
1212,2,3,4000000,41,1,1,1,1,1,2,2,3300.330033
1420,3,3,10800000,118,1,2,2,1,2,2,4,7605.633803
700,1,2,3300000,111,1,1,2,1,3,3,3,4714.285714
1350,3,3,5700000,100,4,1,2,1,4,3,4,4222.222222
1149,2,2,8500000,166,1,1,2,1,4,2,4,7397.737163
1510,3,3,14500000,124,5,1,2,1,3,3,3,9602.649007
650,2,2,3400000,118,1,1,2,1,2,3,5,5230.769231
2720,4,5,18500000,178,3,1,1,1,1,2,3,6801.470588
1415,3,3,10800000,25,1,2,2,2,1,1,4,7632.508834
873,2,3,6200000,25,1,2,2,1,2,3,2,7101.947308
2000,4,4,17900000,118,1,2,2,1,2,3,4,8950
1950,3,4,16500000,15,1,2,2,1,4,3,3,8461.538462
1076,2,2,11000000,178,1,1,1,2,1,1,3,10223.04833
650,2,2,3800000,118,1,1,2,2,1,2,4,5846.153846
1100,3,3,5000000,118,1,2,2,1,1,2,3,4545.454545
1500,3,3,9000000,118,5,2,3,1,3,3,3,6000
1265,3,3,7000000,17,1,2,2,1,2,1,4,5533.596838
1950,3,4,16500000,15,1,2,2,1,4,3,3,8461.538462
1230,2,3,6000000,100,1,1,2,1,4,3,5,4878.04878
1200,2,3,6000000,100,1,1,2,1,4,2,5,5000
1950,3,4,16500000,15,1,2,2,1,4,2,3,8461.538462
1300,3,3,8000000,85,4,1,3,1,2,3,3,6153.846154
1002,2,2,6800000,145,4,2,2,1,2,3,3,6786.427146
870,2,2,6000000,118,2,1,2,1,3,3,4,6896.551724
1265,3,3,7000000,17,1,2,2,2,2,3,4,5533.596838
650,2,2,3800000,118,2,1,2,1,3,1,4,5846.153846
950,2,2,5500000,118,1,1,2,2,2,3,3,5789.473684
1160,3,3,11000000,118,1,2,3,1,3,3,4,9482.758621
1300,3,3,6500000,118,5,1,2,1,4,3,4,5000
1380,3,3,12200000,116,1,1,1,2,2,2,3,8840.57971
1420,3,3,10800000,118,2,2,2,2,2,3,4,7605.633803
1950,3,3,20000000,37,1,2,2,1,5,2,4,10256.41026
1850,4,4,21500000,178,1,2,2,1,3,2,3,11621.62162
1155,2,3,6500000,118,1,1,3,2,3,3,4,5627.705628
1650,3,3,18500000,178,1,1,1,1,1,2,3,11212.12121
1400,3,3,8000000,118,4,1,1,1,3,2,4,5714.285714
1425,3,3,8000000,118,1,1,1,1,3,2,4,5614.035088
1900,5,4,15500000,116,4,2,2,1,3,1,4,8157.894737
1300,3,3,10000000,15,1,1,2,1,3,1,4,7692.307692
1650,3,3,18500000,178,1,1,1,2,1,1,3,11212.12121
800,2,2,6000000,61,1,1,1,2,4,3,4,7500
1600,3,3,9500000,82,4,1,2,1,3,3,5,5937.5
730,2,2,4000000,163,1,1,2,1,3,3,3,5479.452055
1200,3,3,7200000,14,1,2,2,1,4,3,4,6000
1350,4,3,8000000,2,1,1,2,1,4,3,2,5925.925926
1496,3,3,11300000,35,1,1,1,1,1,3,3,7553.475936
1496,3,3,11300000,35,1,2,2,1,4,2,4,7553.475936
1496,3,3,11300000,35,1,2,3,1,5,1,5,7553.475936
1360,3,3,12900000,118,4,2,2,1,2,3,4,9485.294118
1633,3,3,11200000,35,1,2,2,3,3,3,4,6858.54256
1200,3,3,6500000,47,1,1,1,2,2,2,4,5416.666667
1560,3,3,10000000,2,1,2,3,5,2,3,5,6410.25641
1500,3,3,7000000,122,1,2,2,1,2,3,3,4666.666667
1496,3,3,11300000,35,1,2,2,1,4,3,4,7553.475936
1300,3,3,7000000,118,1,1,2,1,1,3,3,5384.615385
750,2,2,4500000,166,2,1,1,1,2,2,3,6000
1754,4,3,17000000,122,1,2,1,1,4,1,4,9692.132269
1200,3,3,8500000,82,1,2,2,2,3,3,3,7083.333333
1500,3,3,13500000,118,1,2,2,2,6,2,3,9000
1592,3,3,10300000,166,4,2,2,1,2,2,3,6469.849246
700,2,2,3000000,118,3,2,3,1,1,3,3,4285.714286
860,2,2,4700000,118,2,1,1,3,4,3,4,5465.116279
1600,4,3,11000000,9,1,1,2,1,1,3,2,6875
1300,3,3,7000000,118,1,1,1,1,1,3,3,5384.615385
1300,3,3,7000000,118,1,1,1,1,1,3,3,5384.615385
1025,3,3,6500000,118,1,1,2,1,2,3,4,6341.463415
1300,3,3,7000000,118,4,1,3,1,1,3,3,5384.615385
2380,4,4,26800000,37,1,1,2,2,3,3,3,11260.5042
1400,3,3,10500000,122,1,2,2,1,3,2,4,7500
1336,3,3,9900000,20,1,2,2,3,5,1,6,7410.179641
1480,3,3,8500000,118,1,1,1,1,1,2,4,5743.243243
850,2,2,4800000,118,2,1,2,1,2,1,4,5647.058824
2100,4,3,24000000,178,1,2,3,1,3,2,4,11428.57143
1525,3,3,12500000,178,1,1,1,2,1,3,3,8196.721311
1765,3,3,14000000,118,1,2,2,1,2,3,4,7932.011331
1525,4,3,8800000,178,1,2,2,1,6,1,2,5770.491803
1050,2,3,6000000,122,1,1,2,1,4,2,4,5714.285714
850,2,2,4800000,118,4,1,2,2,2,2,4,5647.058824
836,2,2,6200000,114,3,2,2,1,2,2,3,7416.267943
1020,2,3,4900000,60,1,1,2,1,2,2,3,4803.921569
1254,3,3,8600000,114,1,1,2,1,2,3,3,6858.054226
1500,3,3,8200000,20,4,2,3,1,2,2,3,5466.666667
1540,4,3,7500000,174,3,1,1,1,2,1,4,4870.12987
1417,3,3,7500000,118,3,1,2,1,2,3,3,5292.872265
2343,3,3,21000000,178,1,1,2,1,5,3,3,8962.868118
1449,3,3,11500000,178,1,1,2,2,2,2,4,7936.507937
1397,3,3,6500000,60,3,2,2,1,2,1,3,4652.827487
1150,3,3,8000000,118,1,1,1,1,3,3,4,6956.521739
1950,4,3,16800000,178,1,1,1,2,1,1,3,8615.384615
1200,3,3,9000000,15,1,1,2,1,2,1,3,7500
1350,3,3,7000000,100,1,2,2,1,5,3,4,5185.185185
1300,3,3,7700000,163,1,2,2,3,4,3,4,5923.076923
800,2,2,4000000,41,2,1,1,1,3,1,3,5000
1372,3,3,11000000,61,1,2,2,1,4,3,3,8017.492711
2000,3,3,18500000,37,1,2,2,2,4,3,4,9250
1180,3,3,7680000,20,1,1,2,5,4,2,4,6508.474576
2000,3,4,14500000,118,1,2,2,2,2,3,4,7250
1750,3,3,13000000,178,1,1,1,2,1,3,3,7428.571429
550,1,2,2600000,28,1,2,1,1,3,2,3,4727.272727
1300,3,3,7800000,163,1,2,2,1,4,3,4,6000
