City,Province,Latitude,Longitude,Price,Bedrooms,Bathrooms,Acreage,Property Type,Square Footage,Garage,Parking,Basement,Exterior,Fireplace,Heating,Flooring,Roof,Waterfront,Sewer,Pool,Garden,Balcony
Vancouver,BC,49.2340579,-123.1231705,2860000.0,3.0,3.0,0.0,Condo/Townhome,2235.0,Yes,Yes,,,No,,,,No,none,No,No,No
Vancouver,BC,49.2494221,-123.0662071,1799000.0,7.0,2.0,0.08,Single Family,2130.0,No,No,,,No,forced air,,,No,none,No,No,No
Burnaby,BC,49.2404493,-123.0226202,3088000.0,3.0,2.0,0.09,Single Family,1123.0,Yes,No,,,No,forced air,,,No,none,No,No,No
Vancouver,BC,49.2598376,-123.072001,3195000.0,7.0,3.0,0.09,MultiFamily,2910.0,Yes,Yes,,,No,,,,No,none,No,No,No
Vancouver,BC,49.2396091,-123.0495251,3300000.0,5.0,3.0,0.11,Single Family,2490.0,Yes,No,Finished,,Yes,forced air,,,No,none,No,No,No
Surrey,BC,49.1753125,-122.8495565,545000.0,1.0,1.0,0.0,Condo,549.0,Yes,Yes,,,No,radiant,,,No,none,No,No,No
Vancouver,BC,49.2126873,-123.148915,10888000.0,4.0,7.0,0.23,Single Family,5900.0,No,No,Finished,,Yes,radiant,,,No,none,No,No,No
Vancouver,BC,49.2837052,-123.1190324,2560000.0,2.0,2.0,0.0,Condo,1725.0,Yes,Yes,,,Yes,forced air,,,No,none,No,No,No
Vancouver,BC,49.2305783,-123.0640868,1698000.0,4.0,2.0,0.09,Single Family,1641.0,Yes,No,Finished,,Yes,forced air,,,No,none,No,No,No
Vancouver,BC,49.2762229,-123.1310844,1688000.0,2.0,2.0,0.0,Condo,892.0,Yes,Yes,,,Yes,forced air,,,No,none,No,No,No
Vancouver,BC,49.2825246,-123.1079584,649999.0,1.0,1.0,0.0,Condo,751.0,No,No,,,No,boiler,,,No,none,No,No,No
Vancouver,BC,49.2762229,-123.1310844,1650000.0,2.0,2.0,0.0,Condo,892.0,Yes,Yes,,,Yes,forced air,,,No,none,No,No,No
Burnaby,BC,49.2522069,-122.8945421,749000.0,2.0,2.0,0.0,Condo,956.0,Yes,Yes,,,Yes,radiant,,,No,none,No,No,No
Vancouver,BC,49.2317497,-123.1468085,5280000.0,6.0,4.0,0.22,Single Family,4681.0,Yes,No,,,Yes,radiant,,,No,none,No,No,No
Vancouver,BC,49.2749667,-123.1153764,650000.0,1.0,1.0,0.0,Condo,500.0,Yes,Yes,,,No,forced air,,,No,none,No,No,No
Vancouver,BC,49.2173399,-123.1126684,2138800.0,3.0,3.0,0.0,Condo,1647.0,Yes,Yes,,,No,forced air,,,No,none,No,No,No
Burnaby,BC,49.265083,-122.905953,1330000.0,4.0,3.0,0.0,Condo/Townhome,2280.0,Yes,Yes,,,Yes,radiant,,,No,none,No,No,No
Vancouver,BC,49.2338207,-123.1473053,5299000.0,4.0,3.0,0.21,Single Family,3909.0,Yes,No,,,Yes,boiler,,,No,none,No,No,No
Richmond,BC,49.172263,-123.146341,918000.0,2.0,2.0,0.0,Condo,808.0,No,Yes,,,No,forced air,,,No,none,No,No,No
Burnaby,BC,49.2637912,-123.0041441,925000.0,2.0,2.0,0.0,Condo,925.0,Yes,Yes,,,No,forced air,,,No,none,No,No,No
Richmond,BC,49.184937,-123.09347,1420000.0,3.0,3.0,0.0,Townhome,1336.0,Yes,No,,,Yes,,,,No,none,No,No,No
Vancouver,BC,49.2112586,-123.0909951,988000.0,2.0,2.0,0.0,Condo,810.0,Yes,Yes,,,No,heat pump,,,No,none,No,No,No
Surrey,BC,49.1896697,-122.8533376,469000.0,1.0,1.0,0.0,Condo,626.0,Yes,No,,,No,radiant,,,No,none,No,No,No
Burnaby,BC,49.2404627,-123.0227695,3088000.0,2.0,2.0,0.09,Single Family,1814.0,Yes,No,,,No,forced air,,,No,none,No,No,No
Burnaby,BC,49.260635,-122.953018,3180000.0,7.0,5.0,0.25,Single Family,4095.0,Yes,No,,,Yes,boiler,,,No,none,No,No,No
Vancouver,BC,49.2202402,-123.1436521,1499900.0,3.0,2.0,0.0,Condo,1018.0,Yes,Yes,,,No,heat pump,,,No,none,No,No,No
Coquitlam,BC,49.241278,-122.8822,1159000.0,4.0,3.0,0.0,Condo/Townhome,1817.0,Yes,No,,,No,radiant,,,No,none,No,No,No
Vancouver,BC,49.2342836,-123.0241994,629000.0,1.0,1.0,0.0,Condo,539.0,Yes,Yes,,,No,boiler,,,No,none,No,No,No
Vancouver,BC,49.2837052,-123.1190324,1288000.0,1.0,1.0,0.0,Condo,684.0,Yes,No,,,No,forced air,,,No,none,No,No,No
Burnaby,BC,49.279047,-122.9880824,2375000.0,4.0,4.0,0.09,Duplex,2067.0,Yes,No,,,Yes,radiant,,,No,none,No,No,No
Coquitlam,BC,49.256922,-122.89049,635000.0,1.0,1.0,0.0,Condo,576.0,Yes,Yes,,,No,radiant,,,No,none,No,No,No
Vancouver,BC,49.2727408,-123.1211327,1288000.0,2.0,2.0,0.0,Condo,976.0,Yes,Yes,,,No,radiant,,,No,none,No,No,No
Vancouver,BC,49.2792468,-123.1255314,849900.0,2.0,2.0,0.0,Condo,777.0,Yes,Yes,,,No,radiant,,,No,none,No,No,No
Vancouver,BC,49.2892582,-123.1209715,4300000.0,2.0,3.0,0.0,Townhome,2439.0,Yes,No,,,Yes,forced air,,,No,none,No,No,No
Burnaby,BC,49.208321,-122.958285,929999.0,2.0,2.0,0.0,Condo/Townhome,1045.0,Yes,Yes,,,Yes,radiant,,,No,none,No,No,No
Vancouver,BC,49.2353971,-123.1110556,4500000.0,3.0,2.0,0.13,Single Family,1709.0,Yes,No,,,Yes,forced air,,,No,none,No,No,No
Vancouver,BC,49.2184564,-123.1295883,4890000.0,6.0,6.0,0.17,Single Family,4600.0,Yes,No,,,Yes,radiant,,,No,none,No,No,No
Vancouver,BC,49.2795513,-123.1193972,919900.0,2.0,2.0,0.0,Condo,718.0,Yes,Yes,,,No,radiant,,,No,none,No,No,No
Coquitlam,BC,49.2496546,-122.8866115,1050000.0,2.0,2.0,0.0,Condo,924.0,Yes,Yes,,,No,heat pump,,,No,none,No,No,No
Vancouver,BC,49.2312927,-123.1444398,12880000.0,5.0,7.0,0.22,Single Family,5880.0,Yes,No,,,Yes,,,,No,none,No,No,No
Vancouver,BC,49.2749667,-123.1153764,749000.0,1.0,1.0,0.0,Condo,500.0,Yes,No,,,No,,,,No,none,No,No,No
Richmond,BC,49.1757813,-123.1485621,1378000.0,2.0,2.0,0.0,Condo,1002.0,Yes,Yes,,,No,heat pump,,,No,none,No,No,No
Burnaby,BC,49.280084,-123.0165579,1649000.0,3.0,3.0,0.14,MultiFamily,1244.0,Yes,Yes,,,No,forced air,,,No,none,No,No,No
Burnaby,BC,49.2804027,-122.9086955,718000.0,2.0,2.0,0.0,Condo,924.0,Yes,Yes,,,No,radiant,,,No,none,No,No,No
Vancouver,BC,49.2749667,-123.1153764,1299000.0,2.0,2.0,0.0,Condo,880.0,Yes,Yes,,,No,forced air,,,No,none,No,No,No
Surrey,BC,49.1906647,-122.8278891,635000.0,2.0,0.0,0.0,Condo,785.0,Yes,Yes,,,No,,,,No,none,No,No,No
Surrey,BC,49.1840466,-122.8425558,539000.0,1.0,1.0,0.0,Condo,544.0,Yes,Yes,,,No,radiant,,,No,none,No,No,No
Surrey,BC,49.2008641,-122.8427021,1699000.0,8.0,4.0,0.17,Single Family,2638.0,No,No,Finished,,No,,,,No,municipal,No,No,No
Vancouver,BC,49.212085,-123.1185824,2990000.0,5.0,5.0,0.18,Duplex,2837.0,Yes,No,,,No,boiler,,,No,none,No,No,No
Surrey,BC,49.1941493,-122.8167527,3249000.0,5.0,4.0,0.26,Single Family,2654.0,Yes,Yes,,,Yes,forced air,,,No,none,No,No,No
Vancouver,BC,49.2178906,-123.0787584,3299999.0,4.0,2.0,0.08,Single Family,1995.0,Yes,Yes,,,Yes,forced air,,,No,none,No,No,No
North Vancouver,BC,49.3115785,-123.0322828,3198000.0,3.0,4.0,0.0,Condo,2170.0,Yes,No,,,No,forced air,,,No,none,No,No,No
Vancouver,BC,49.2775161,-123.116534,2260000.0,3.0,3.0,0.0,Condo,1431.0,Yes,Yes,,,No,alt heat,,,No,none,No,No,No
Vancouver,BC,49.276468,-123.1297617,2868000.0,3.0,3.0,0.0,Condo,1610.0,Yes,Yes,,,No,heat pump,,,No,none,No,No,No
Richmond,BC,49.1839387,-123.118185,804000.0,2.0,2.0,0.0,Condo,804.0,Yes,Yes,,,No,heat pump,,,No,none,No,No,No
Burnaby,BC,49.2243761,-122.98195,430000.0,0.0,1.0,0.0,Condo,442.0,Yes,Yes,,,No,radiant,,,No,none,No,No,No
Burnaby,BC,49.2364348,-122.9502823,2275000.0,5.0,4.0,0.44,Duplex,2200.0,Yes,No,,,Yes,boiler,,,No,none,No,No,No
Vancouver,BC,49.239002,-123.0293613,3800000.0,6.0,4.0,0.08,Single Family,1972.0,Yes,Yes,,,Yes,radiant,,,No,none,No,No,No
Vancouver,BC,49.2202504,-123.1427885,1288000.0,2.0,2.0,0.0,Condo,869.0,Yes,Yes,,,No,heat pump,,,No,none,No,No,No
Vancouver,BC,49.2636474,-123.0858534,4300000.0,5.0,5.0,0.09,Single Family,3020.0,No,No,,,No,,,,No,none,No,No,No
Surrey,BC,49.1887758,-122.8180166,2800100.0,4.0,2.0,0.38,Single Family,2932.0,Yes,Yes,,,Yes,forced air,,,No,none,No,No,No
Vancouver,BC,49.2749667,-123.1153764,798000.0,1.0,1.0,0.0,Condo,500.0,Yes,Yes,,,No,heat pump,,,No,none,No,No,No
Vancouver,BC,49.2897858,-123.1224369,3980000.0,4.0,3.0,0.0,Condo,2528.0,Yes,Yes,,,Yes,boiler,,,No,none,No,No,No
Surrey,BC,49.1896697,-122.8533376,449988.0,1.0,1.0,0.0,Condo,723.0,Yes,Yes,,,No,radiant,,,No,none,No,No,No
Vancouver,BC,49.2743436,-123.1271402,898000.0,1.0,1.0,0.0,Condo,560.0,No,No,,,No,,,,No,none,No,No,No
Vancouver,BC,49.2776212,-123.1248948,7250000.0,6.0,12.0,0.07,MultiFamily,10426.0,No,No,,,No,radiant,,,No,none,No,No,No
Vancouver,BC,49.2840532,-123.1132837,759000.0,2.0,2.0,0.0,Condo,710.0,Yes,No,,,No,,,,No,none,No,No,No
Vancouver,BC,49.2323428,-123.031443,639000.0,2.0,1.0,0.0,Condo,632.0,Yes,No,,,No,radiant,,,No,none,No,No,No
Vancouver,BC,49.2363373,-123.0369398,4000000.0,3.0,2.0,0.08,Single Family,2000.0,No,No,Finished,,Yes,,,,No,none,No,No,No
Vancouver,BC,49.2358892,-123.0373943,4000000.0,4.0,2.0,0.08,Single Family,1900.0,No,No,,,No,,,,No,none,No,No,No
Vancouver,BC,49.2358127,-123.0374698,4000000.0,6.0,2.0,0.08,Single Family,1910.0,No,No,,,No,forced air,,,No,none,No,No,No
Vancouver,BC,49.2362626,-123.0370209,4000000.0,5.0,2.0,0.08,Single Family,1800.0,No,No,,,No,forced air,,,No,none,No,No,No
Surrey,BC,49.1941001,-122.8183898,3907825.0,4.0,2.0,0.37,MultiFamily,4000.0,No,No,,,No,forced air,,,No,none,No,No,No
Surrey,BC,49.1941526,-122.8178018,2767975.0,5.0,2.0,0.26,Single Family,1276.0,Yes,No,Finished,,No,forced air,,,No,municipal,No,No,No
Surrey,BC,49.1940984,-122.818076,3308875.0,5.0,2.0,0.3,MultiFamily,1918.0,No,No,,,No,forced air,,,No,none,No,No,No
New Westminster,BC,49.202215,-122.94107,1899000.0,4.0,3.0,0.13,Single Family,2571.0,Yes,Yes,,,Yes,forced air,,,No,none,No,No,No
Richmond,BC,49.1818561,-123.1221889,1388000.0,3.0,2.0,0.0,Condo,1141.0,No,Yes,,,No,boiler,,,No,none,No,No,No
North Vancouver,BC,49.3067139,-123.0664879,2830000.0,7.0,4.0,0.14,Single Family,1838.0,No,No,,,Yes,forced air,,,No,none,No,No,No
Coquitlam,BC,49.2530646,-122.8913546,4857600.0,1.0,1.0,0.2,Single Family,2000.0,No,No,,,No,,,,No,none,No,No,No
Surrey,BC,49.1840466,-122.8425558,779000.0,2.0,2.0,0.0,Condo,857.0,Yes,No,,,No,,,,No,none,No,No,No
Surrey,BC,49.192064,-122.8371219,649900.0,2.0,2.0,0.0,Condo,755.0,Yes,Yes,,,No,radiant,,,No,none,No,No,No
Richmond,BC,49.176445,-122.972531,1590000.0,5.0,3.0,0.11,Single Family,2690.0,Yes,No,,,Yes,radiant,,,No,none,No,No,No
Vancouver,BC,49.2094686,-123.1417292,658000.0,1.0,1.0,0.0,Condo,581.0,Yes,Yes,,,No,heat pump,,,No,none,No,No,No
Coquitlam,BC,49.248761,-122.883906,2299000.0,4.0,4.0,0.16,Single Family,3489.0,Yes,No,,,Yes,heat pump,,,No,none,No,No,No
Surrey,BC,49.1753125,-122.8495565,455000.0,1.0,1.0,0.0,Condo,515.0,Yes,Yes,,,No,radiant,,,No,none,No,No,No
Vancouver,BC,49.2435663,-123.15168,2380000.0,2.0,2.0,0.0,Condo,1329.0,Yes,Yes,,,Yes,,,,No,none,No,No,No
Surrey,BC,49.1782411,-122.810826,479888.0,1.0,1.0,0.0,Condo,680.0,Yes,Yes,,,Yes,radiant,,,No,none,No,No,No
Vancouver,BC,49.2536245,-123.1507233,10988000.0,8.0,9.0,0.34,Single Family,6243.0,No,Yes,,,Yes,heat pump,,,No,none,No,No,No
Burnaby,BC,49.2651903,-122.9927966,1150000.0,2.0,2.0,0.0,Condo,868.0,Yes,No,,,No,,,,No,none,No,No,No
Vancouver,BC,49.2263643,-123.1213458,1599900.0,3.0,2.0,0.0,Townhome,1126.0,Yes,Yes,,,No,heat pump,,,No,none,No,No,No
Surrey,BC,49.1880492,-122.8438238,648000.0,2.0,1.0,0.0,Condo,678.0,Yes,Yes,,,No,boiler,,,No,none,No,No,No
Vancouver,BC,49.288947,-123.1263216,759000.0,1.0,1.0,0.0,Condo,559.0,Yes,Yes,,,Yes,,,,No,none,No,No,No
Vancouver,BC,49.2754374,-123.1313165,2249000.0,2.0,2.0,0.0,Townhome,1410.0,Yes,Yes,,,Yes,forced air,,,No,none,No,No,No
Coquitlam,BC,49.2515254,-122.8902864,4096400.0,2.0,1.0,0.17,Single Family,1100.0,No,No,,,No,,,,No,none,No,No,No
Coquitlam,BC,49.2525897,-122.8902753,3350600.0,1.0,1.0,0.14,Single Family,1100.0,No,No,,,No,,,,No,none,No,No,No
Coquitlam,BC,49.2517725,-122.8902604,4096400.0,1.0,1.0,0.17,Single Family,1100.0,No,No,,,No,,,,No,none,No,No,No
Coquitlam,BC,49.2530605,-122.8910818,4857600.0,1.0,1.0,0.2,Single Family,1100.0,No,No,,,No,,,,No,none,No,No,No
Coquitlam,BC,49.2515033,-122.8912193,4096400.0,0.0,1.0,0.17,Single Family,250.0,No,No,,,No,,,,No,none,No,No,No
Coquitlam,BC,49.2521927,-122.890918,4150300.0,2.0,1.0,0.17,Single Family,250.0,No,No,,,No,,,,No,none,No,No,No
Coquitlam,BC,49.2525917,-122.8896262,4670050.0,1.0,1.0,0.19,Single Family,600.0,No,No,,,No,,,,No,none,No,No,No
Richmond,BC,49.1896972,-123.1321887,868000.0,2.0,2.0,0.0,Condo,845.0,Yes,No,,,No,heat pump,,,No,none,No,No,No
Burnaby,BC,49.2249375,-123.0070119,939000.0,2.0,2.0,0.0,Condo,756.0,Yes,Yes,,,No,radiant,,,No,none,No,No,No
Vancouver,BC,49.2141728,-123.1109898,1738000.0,3.0,3.0,0.0,Condo/Townhome,1680.0,Yes,Yes,,,No,forced air,,,No,none,No,No,No
Vancouver,BC,49.2178765,-123.0783305,2888000.0,6.0,5.0,0.1,Single Family,2401.0,No,No,,,Yes,radiant,,,No,none,No,No,No
Coquitlam,BC,49.267511,-122.8838,1949000.0,6.0,4.0,0.19,Single Family,3122.0,Yes,Yes,,,Yes,radiant,,,No,none,No,No,No
Coquitlam,BC,49.2638746,-122.8778216,2200000.0,3.0,2.0,0.14,Single Family,1802.0,Yes,Yes,,,No,forced air,,,No,none,No,No,No
Richmond,BC,49.1901434,-123.1331235,988000.0,2.0,2.0,0.0,Condo,876.0,Yes,No,,,No,forced air,,,No,none,No,No,No
Vancouver,BC,49.2351421,-123.1516952,8800000.0,6.0,4.0,0.23,Single Family,5270.0,Yes,No,,,Yes,radiant,,,No,none,No,No,No
Burnaby,BC,49.2660078,-122.9968197,3288000.0,3.0,4.0,0.0,Condo,2046.0,Yes,No,,,No,,,,No,none,No,No,No
Richmond,BC,49.188168,-123.116666,1899900.0,5.0,3.0,0.1,Single Family,2708.0,Yes,No,,,Yes,radiant,,,No,none,No,No,No
Coquitlam,BC,49.263781,-122.8780471,2200000.0,3.0,1.0,0.15,Single Family,1372.0,No,Yes,,,No,forced air,,,No,none,No,No,No
Vancouver,BC,49.226207,-123.1121406,1858900.0,4.0,3.0,0.0,Condo/Townhome,1274.0,Yes,Yes,,,No,forced air,,,No,none,No,No,No
Vancouver,BC,49.226207,-123.1121406,1299900.0,2.0,2.0,0.0,Townhome,1079.0,Yes,Yes,,,No,forced air,,,No,none,No,No,No
Vancouver,BC,49.226207,-123.1121406,1799900.0,3.0,2.0,0.0,Condo,1035.0,Yes,Yes,,,No,forced air,,,No,none,No,No,No
Vancouver,BC,49.226207,-123.1121406,1269900.0,2.0,2.0,0.0,Condo,876.0,Yes,Yes,,,No,forced air,,,No,none,No,No,No
Surrey,BC,49.1753125,-122.8495565,739900.0,2.0,2.0,0.0,Condo,802.0,Yes,Yes,,,No,,,,No,none,No,No,No
Vancouver,BC,49.2175524,-123.1156264,798000.0,1.0,1.0,0.0,Condo,708.0,Yes,Yes,,,No,forced air,,,No,none,No,No,No
Surrey,BC,49.189386,-122.8757675,1550000.0,5.0,2.0,0.2,Single Family,2360.0,Yes,Yes,,,Yes,forced air,,,No,none,No,No,No
Surrey,BC,49.1997962,-122.8514044,549500.0,2.0,2.0,0.0,Condo,942.0,Yes,Yes,,,Yes,radiant,,,No,none,No,No,No
Vancouver,BC,49.2391939,-123.1172296,1599900.0,3.0,3.0,0.0,Condo,1370.0,Yes,Yes,,,No,heat pump,,,No,none,No,No,No
Vancouver,BC,49.2178745,-123.0779888,2680000.0,0.0,1.0,0.1,Single Family,2100.0,Yes,Yes,,,No,forced air,,,No,none,No,No,No
Vancouver,BC,49.2178757,-123.0781625,3500000.0,6.0,5.0,0.1,Single Family,2300.0,Yes,No,,,Yes,radiant,,,No,none,No,No,No
Vancouver,BC,49.225709,-123.127897,1699800.0,3.0,4.0,0.0,Townhome,1341.0,Yes,Yes,,,No,forced air,,,No,none,No,No,No
Burnaby,BC,49.2651903,-122.9927966,1085952.0,2.0,2.0,0.0,Condo,910.0,Yes,Yes,,,No,forced air,,,No,none,No,No,No
Burnaby,BC,49.2757475,-122.908985,496000.0,1.0,1.0,0.0,Condo,616.0,Yes,Yes,,,No,boiler,,,No,none,No,No,No
Vancouver,BC,49.2731529,-123.1304357,1795000.0,2.0,2.0,0.0,Condo,1111.0,Yes,Yes,,,Yes,,,,No,none,No,No,No
Vancouver,BC,49.2261601,-123.0542703,2599000.0,9.0,4.0,0.11,Single Family,2471.0,Yes,Yes,,,Yes,forced air,,,No,none,No,No,No
Burnaby,BC,49.2256248,-123.0048434,759900.0,1.0,1.0,0.0,Condo,577.0,Yes,Yes,,,No,heat pump,,,No,none,No,No,No
Richmond,BC,49.1757787,-123.1465678,2168000.0,3.0,4.0,0.0,Condo,1752.0,Yes,Yes,,,No,forced air,,,No,none,No,No,No
New Westminster,BC,49.187171,-122.947156,3495000.0,4.0,2.0,0.52,Single Family,1706.0,No,No,,,No,boiler,,,No,none,No,No,No
Burnaby,BC,49.2635425,-122.9998239,699800.0,1.0,1.0,0.0,Condo,624.0,Yes,No,,,No,heat pump,,,No,none,No,No,No
New Westminster,BC,49.187198,-122.947196,3495000.0,5.0,4.0,0.64,Single Family,2112.0,No,No,,,No,forced air,,,No,none,No,No,No
Vancouver,BC,49.2769244,-123.1232442,1899000.0,3.0,3.0,0.0,Condo,1276.0,Yes,No,,,No,forced air,,,No,none,No,No,No
Vancouver,BC,49.2053805,-123.039164,1168000.0,2.0,2.0,0.0,Condo,1116.0,Yes,Yes,,,No,boiler,,,No,none,No,No,No
Surrey,BC,49.1880492,-122.8438238,518800.0,1.0,1.0,0.0,Condo,453.0,Yes,Yes,,,No,radiant,,,No,none,No,No,No
Richmond,BC,49.1899689,-123.125651,868000.0,2.0,2.0,0.0,Condo,801.0,Yes,Yes,,,No,forced air,,,No,none,No,No,No
Vancouver,BC,49.2048295,-123.1308492,599000.0,1.0,1.0,0.0,Condo,456.0,Yes,Yes,,,No,heat pump,,,No,none,No,No,No
Burnaby,BC,49.2651874,-122.9927837,1489000.0,2.0,2.0,0.0,Condo,1053.0,Yes,Yes,,,No,heat pump,,,No,none,No,No,No
Vancouver,BC,49.2684378,-123.1358284,765000.0,1.0,1.0,0.0,Condo,939.0,Yes,Yes,,,Yes,radiant,,,No,none,No,No,No
Vancouver,BC,49.2526481,-123.0647319,3000000.0,6.0,2.0,0.1,Single Family,2100.0,Yes,No,,,Yes,forced air,,,No,none,No,No,No
Surrey,BC,49.2110743,-122.86956,1400000.0,2.0,1.0,0.12,Single Family,790.0,Yes,No,,,Yes,,,,No,none,No,No,No
Vancouver,BC,49.2529154,-123.0645519,3000000.0,5.0,3.0,0.1,Single Family,2200.0,Yes,Yes,,,Yes,,,,No,none,No,No,No
Surrey,BC,49.1753125,-122.8495565,699900.0,2.0,2.0,0.0,Condo,802.0,Yes,Yes,,,No,,,,No,none,No,No,No
Vancouver,BC,49.2840532,-123.1132837,739000.0,2.0,2.0,0.0,Condo,721.0,Yes,No,,,No,radiant,,,No,none,No,No,No
Burnaby,BC,49.222797,-122.9865126,959999.0,3.0,2.0,0.0,Condo,876.0,Yes,Yes,,,No,,,,No,none,No,No,No
Burnaby,BC,49.261471,-122.951221,3800000.0,7.0,3.0,0.7,Single Family,3996.0,Yes,No,,,No,,,,No,none,No,No,No
New Westminster,BC,49.192891,-122.933041,3099000.0,2.0,1.0,0.5,Single Family,1524.0,No,No,,,No,,,,No,none,No,No,No
Burnaby,BC,49.2420421,-122.9827655,2398000.0,4.0,3.0,0.25,Single Family,2400.0,Yes,Yes,,,Yes,forced air,,,No,none,No,No,No
Burnaby,BC,49.2771562,-122.9987087,1888000.0,4.0,2.0,0.09,Single Family,1900.0,Yes,No,,,Yes,forced air,,,No,none,No,No,No
Vancouver,BC,49.2355933,-123.0416119,1032000.0,2.0,2.0,0.0,Condo,860.0,Yes,Yes,,,No,boiler,,,No,none,No,No,No
Coquitlam,BC,49.247502,-122.887027,538000.0,1.0,1.0,0.0,Condo,532.0,Yes,Yes,,,No,forced air,,,No,none,No,No,No
New Westminster,BC,49.183255,-122.942613,2399000.0,5.0,3.0,0.42,Single Family,3313.0,Yes,Yes,,,No,forced air,,,No,none,No,No,No
Vancouver,BC,49.2631708,-123.0447691,3000000.0,0.0,0.0,0.0,Single Family,1972.0,No,No,,,No,forced air,,,No,none,No,No,No
Vancouver,BC,49.2630804,-123.0447662,3000000.0,0.0,0.0,0.09,Single Family,1725.0,No,No,,,No,forced air,,,No,none,No,No,No
Vancouver,BC,49.2089479,-123.1419341,1633000.0,3.0,2.0,0.0,Condo,1325.0,Yes,No,,,No,,,,No,none,No,No,No
Port Moody,BC,49.2963518,-122.862399,6998000.0,4.0,6.0,0.12,Single Family,5472.0,Yes,No,,,Yes,radiant,,,No,none,No,No,No
Vancouver,BC,49.2180611,-123.1383089,4380000.0,7.0,5.0,0.15,Single Family,4897.0,Yes,No,,,Yes,radiant,,,No,none,No,No,No
Vancouver,BC,49.2782801,-123.1285191,4899900.0,2.0,3.0,0.0,Condo,1552.0,Yes,Yes,,,No,forced air,,,No,none,No,No,No
Richmond,BC,49.174167,-123.1480156,839000.0,2.0,2.0,0.0,Condo,842.0,Yes,No,,,No,heat pump,,,No,none,No,No,No
Vancouver,BC,49.2164292,-123.1380456,2388000.0,7.0,4.0,0.09,Single Family,2299.0,Yes,Yes,,,No,forced air,,,No,none,No,No,No
Burnaby,BC,49.2651874,-122.9927837,790000.0,1.0,1.0,0.0,Condo,545.0,No,Yes,,,No,heat pump,,,No,none,No,No,No
Surrey,BC,49.188936,-122.8316277,1049999.0,4.0,4.0,0.0,Condo/Townhome,1823.0,Yes,Yes,,,No,,,,No,none,No,No,No
Surrey,BC,49.1899919,-122.8503264,435000.0,2.0,1.0,0.0,Condo,448.0,No,Yes,,,No,radiant,,,No,none,No,No,No
Vancouver,BC,49.2568179,-123.11545,1995900.0,2.0,2.0,0.0,Condo,916.0,Yes,No,,,No,forced air,,,No,none,No,No,No
Surrey,BC,49.1819109,-122.8416188,599999.0,2.0,2.0,0.0,Condo,1051.0,Yes,Yes,,,Yes,radiant,,,No,none,No,No,No
Vancouver,BC,49.2782801,-123.1285191,3089900.0,2.0,2.0,0.0,Condo,1109.0,Yes,Yes,,,Yes,forced air,,,No,none,No,No,No
Vancouver,BC,49.2369054,-123.1249452,6880000.0,4.0,6.0,0.18,Single Family,4601.0,Yes,No,,,Yes,radiant,,,No,none,No,No,No
Vancouver,BC,49.2705806,-123.139126,2310000.0,3.0,4.0,0.0,Condo/Townhome,2268.0,Yes,Yes,,,Yes,radiant,,,No,none,No,No,No
Vancouver,BC,49.2623061,-123.0464314,3880000.0,6.0,2.0,0.1,Single Family,1960.0,Yes,No,,,Yes,forced air,,,No,none,No,No,No
Richmond,BC,49.1794054,-122.9598407,3500000.0,3.0,2.0,0.47,Single Family,1310.0,Yes,No,,,No,boiler,,,No,none,No,No,No
New Westminster,BC,49.199954,-122.947175,4999999.0,5.0,3.0,0.28,Single Family,3652.0,No,Yes,,,No,forced air,,,No,none,No,No,No
Vancouver,BC,49.2367359,-123.0499583,2850000.0,5.0,5.0,0.13,Single Family,3296.0,Yes,No,,,No,heat pump,,,No,none,No,No,No
Surrey,BC,49.2017415,-122.8429101,1916500.0,4.0,2.0,0.15,Single Family,2100.0,Yes,No,,,Yes,forced air,,,No,none,No,No,No
Vancouver,BC,49.2576481,-123.0888313,3350000.0,5.0,5.0,0.1,Single Family,2668.0,No,No,,,No,,,,No,none,No,No,No
Richmond,BC,49.17997,-122.957451,3225000.0,4.0,3.0,0.46,Single Family,2798.0,Yes,Yes,,,Yes,radiant,,,No,none,No,No,No
Vancouver,BC,49.2745896,-123.1275628,940000.0,1.0,1.0,0.0,Condo,643.0,Yes,No,,,No,heat pump,,,No,none,No,No,No
Burnaby,BC,49.2125881,-122.9523974,869999.0,2.0,2.0,0.0,Condo/Townhome,1034.0,Yes,Yes,,,Yes,radiant,,,No,none,No,No,No
Vancouver,BC,49.2377846,-123.0339964,2700000.0,2.0,1.0,0.11,Single Family,832.0,No,No,,,No,forced air,,,No,none,No,No,No
Vancouver,BC,49.2378471,-123.0341592,3200000.0,4.0,2.0,0.11,Single Family,1710.0,Yes,No,,,No,forced air,,,No,none,No,No,No
Burnaby,BC,49.225121,-123.004072,583000.0,1.0,1.0,0.0,Condo,477.0,Yes,Yes,,,No,radiant,,,No,none,No,No,No
Coquitlam,BC,49.2670339,-122.8815469,590000.0,1.0,1.0,0.0,Condo,602.0,Yes,Yes,,,No,radiant,,,No,none,No,No,No
Surrey,BC,49.1923987,-122.8561642,4200000.0,8.0,4.0,0.19,MultiFamily,3676.0,No,No,,,No,,,,No,none,No,No,No
Vancouver,BC,49.2749667,-123.1153764,748000.0,1.0,1.0,0.0,Condo,500.0,Yes,Yes,,,No,forced air,,,No,none,No,No,No
